age,com_age,com_upvotes,comment,commenter,net,num_comments,op_upvotes,post_title,poster,reflink,tags
,2019-07-05 07:55:09 -0500, ,Think about it from the perspective of someone logging in to an online shooter along with millions of other people for the first time after a midnight launch. Do they have any way to figure out which lobby or server will lead to a game they enjoy? I’ve been gaming online for decades and picking “Big Team Battle” or “Solo Deathmatch” is honestly a more enjoyable choice than reading and deciphering the lobby names Xbox Live users would come up with.,bryce,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 15:43:27 -0500, ,"My FPS evolution roughly went Quake -> TF -> TFC -> TF2 (for a brief time).  I stumbled into a group called Team Play First from their server’s description.  They actually had some level of moderating on their servers — if you were playing a capture the flag map you’d be kicked if you weren’t playing as a team.  This actually made the game really fun for me, and as new games came out I’d play on their servers.,Are there similar “clans/guilds” on modern FPSes?  I’m not sure I’d have ever met this group of people and had such an enjoyable time with the modern lobby system.",owen,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 18:45:07 -0500, ,"While I can’t argue against the magic of finding weird little communities (fond memories of “tfc.cfl.rr.com” and “Houston Vehicles”), this is literally something from the article:,
,
,In a game with thousands of active players, and relatively low limits on game sizes (Halo 2 “Big Team Battle” was 8v8, Splatoon 2 is 4v4), lobby selection doesn’t seem like a productive way for players to get to an exciting game, and persistent community-owned servers are really bad for cheat prevention.,With matchmaking, you never have to make a choice if your server’s full or empty, or if it’s been taken over by a bunch of clanners using voice chat. After a few placing matches, most of the games with matchmaking I’ve played (Halo 2 & 3, Splatoon 1 & 2) do a pretty good job putting you in exciting games.,I don’t disagree that modern shooters do a terrible job at sub-community building, but I don’t think that’s what the massive player base is really there for.",bryce,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 16:30:16 -0500, ,"That said, I ended up with way more matches that I didn’t want to play vs BF2 where I could play exact style I wanted based on the server list. Plus, some games have a server list and a feature to drop you in a game. A game can have both to some degree.",nickpsecurity,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 07:52:42 -0500, ,Same! But then playing a couple of quick matches on a couch with a friend is so much smoother without them.,Nesh,"{'age': '2019-07-04 19:03:49 -0500',
 'num_comments': ['12'],
 'op_upvotes': '26',
 'post_title': 'The time I tried to ruin Halo 2',
 'poster': 'friendlysock',
 'reflink': 'polygon.com',
 'tags': ['cogsci', 'games', 'historical']}",,,,,,
,2019-07-05 16:35:26 -0500, , is more for tech/industry culture than pop culture…suggest removing it. :),friendlysock,"{'age': '2019-07-05 12:50:30 -0500',
 'num_comments': ['2'],
 'op_upvotes': '5',
 'post_title': 'Stragner Things ARG via ssh',
 'poster': None,
 'reflink': None,
 'tags': ['games']}",,,,,,
,2019-07-05 12:51:16 -0500, ,There’s a discord community for the game here: ,s00ner,"{'age': '2019-07-05 12:50:30 -0500',
 'num_comments': ['2'],
 'op_upvotes': '5',
 'post_title': 'Stragner Things ARG via ssh',
 'poster': None,
 'reflink': None,
 'tags': ['games']}",,,,,,
,2019-07-04 18:00:02 -0500, ,This looks interesting. The slides are pretty information dense. Is there a talk/video to go along with them ?,wezm,"{'age': '2019-07-04 15:51:17 -0500',
 'num_comments': ['8'],
 'op_upvotes': '10',
 'post_title': 'Category Theory in 10 Minutes',
 'poster': 'sebastien',
 'reflink': 'slideshare.net',
 'tags': ['slides', 'compsci', 'math']}",,,,,,
,2019-07-05 06:50:05 -0500,6,"Not for that talk, but I think this , is much better, and I think , is the one Ken uses, or is very close to it.,Whipping out the “monoid in the category of endofunctors” line doesn’t help unless you have explained what those words actually mean - I programmed using monads for a number of years without understanding that catchphrase. I’d also say that OP’s slides probably need at least a lot of talking around to be useful. The slides talk about monad flattening , to ,, but monadic join is ,, so that seems off?",endgame,"{'age': '2019-07-04 15:51:17 -0500',
 'num_comments': ['8'],
 'op_upvotes': '10',
 'post_title': 'Category Theory in 10 Minutes',
 'poster': 'sebastien',
 'reflink': 'slideshare.net',
 'tags': ['slides', 'compsci', 'math']}",,,,,,
,2019-07-05 09:33:31 -0500, ,"Thanks for the links! What I liked about the “Category Theory in 10 minutes” is that it helped me get an idea of what category theory is about and introduce some of the lingo that otherwise takes a long time to acquire (it’s only 22 pages long). As a point of comparison, The Category Theory For Programmers book is 515 pages long, the Seven Sketches in Compositionality book is 243 and the slide deck you shared is 209 – I’d like to see more short or medium-form introductions to category theory, so that it’s easier to dive into it.",sebastien,"{'age': '2019-07-04 15:51:17 -0500',
 'num_comments': ['8'],
 'op_upvotes': '10',
 'post_title': 'Category Theory in 10 Minutes',
 'poster': 'sebastien',
 'reflink': 'slideshare.net',
 'tags': ['slides', 'compsci', 'math']}",,,,,,
,2019-07-05 17:36:53 -0500, ,I caution you against taking the page count of any slide deck too seriously: often it’s because of little highlights and not-quite-animations. Ken’s talk is only 25 minutes long.,endgame,"{'age': '2019-07-04 15:51:17 -0500',
 'num_comments': ['8'],
 'op_upvotes': '10',
 'post_title': 'Category Theory in 10 Minutes',
 'poster': 'sebastien',
 'reflink': 'slideshare.net',
 'tags': ['slides', 'compsci', 'math']}",,,,,,
,2019-07-05 01:18:43 -0500, ,"Interesting, especially since many of the points and ways to phrase concepts aren’t just the same thing one keeps reading about all the time. But this confused me even more when it came to Endofunctors. How is “Int -> Int” and “Int -> String” an Endofunctor. Aren’t “String” and “Int” two categories?",zge,"{'age': '2019-07-04 15:51:17 -0500',
 'num_comments': ['8'],
 'op_upvotes': '10',
 'post_title': 'Category Theory in 10 Minutes',
 'poster': 'sebastien',
 'reflink': 'slideshare.net',
 'tags': ['slides', 'compsci', 'math']}",,,,,,
,2019-07-05 04:59:14 -0500, ,"Well, you can choose to define a category with the elements of , as the objects, but I don’t think that’s what’s meant here. I agree that the slides are very confusing. I think the strange notation , here denotes an example mapping from the object , to the object , (supposedly in some category with types as the objects…). I think that slide doesn’t contain any useful information.",enobayram,"{'age': '2019-07-04 15:51:17 -0500',
 'num_comments': ['8'],
 'op_upvotes': '10',
 'post_title': 'Category Theory in 10 Minutes',
 'poster': 'sebastien',
 'reflink': 'slideshare.net',
 'tags': ['slides', 'compsci', 'math']}",,,,,,
,2019-07-05 04:45:55 -0500, ,"
,
,(slide 17),For example, in Haskell all types and functions are in the category “Hask”, where the objects are Haskell types and the morphisms are functions, identity is the , function and composition is function composition using the , operator. (,),Hope that makes sense :)",lachenmayer,"{'age': '2019-07-04 15:51:17 -0500',
 'num_comments': ['8'],
 'op_upvotes': '10',
 'post_title': 'Category Theory in 10 Minutes',
 'poster': 'sebastien',
 'reflink': 'slideshare.net',
 'tags': ['slides', 'compsci', 'math']}",,,,,,
,2019-07-05 06:28:01 -0500, ,"And Hask is only a category if you wave your hands a bit and ignore , and bottom. But it’s good enough as an intuition pump.",endgame,"{'age': '2019-07-04 15:51:17 -0500',
 'num_comments': ['8'],
 'op_upvotes': '10',
 'post_title': 'Category Theory in 10 Minutes',
 'poster': 'sebastien',
 'reflink': 'slideshare.net',
 'tags': ['slides', 'compsci', 'math']}",,,,,,
